tech_id,text,tech_name,top_tech_id,dataset,clean,sanitized
T1070.004,"Linux malware detection and prevention is not prevalent at this time, but Palo Alto Networks customers are protected through our next-generation security platform:  IPS signature 14917 deployed to identify and prevent command and control activity The C2 domains and files mentioned in this report are blocked in our Threat Prevention product",Indicator Removal: File Deletion,T1070,tram,"Linux malware detection and prevention is not prevalent at this time, but Palo Alto Networks customers are protected through our next-generation security platform:  IPS signature 14917 deployed to identify and prevent command and control activity The C2 domains and files mentioned in this report are blocked in our Threat Prevention product",False
T1070.004,"Destroy Evidence: Securely deleted logs, as well as deployed and executed disk-wiping malware, to cover tracks and disrupt forensic analysis",Indicator Removal: File Deletion,T1070,tram,"Destroy Evidence: Securely deleted logs, as well as deployed and executed disk-wiping malware, to cover tracks and disrupt forensic analysis",False
T1070.004,"The organization managed to discover what scripts were hosted on the server before BE/SandWorm gang deleted them, and unfortunately couldn’t restore them after they were deleted",Indicator Removal: File Deletion,T1070,tram,"The organization managed to discover what scripts were hosted on the server before BE/SandWorm gang deleted them, and unfortunately couldn’t restore them after they were deleted",False
T1070.004,"For example, at the end of 2016 CTU researchers observed the threat actors using native system functionality to disable logging processes and delete logs within a network",Indicator Removal: File Deletion,T1070,tram,"For example, at the end of 2016 CTU researchers observed the threat actors using native system functionality to disable logging processes and delete logs within a network",False
T1070.004,"After running within the %TEMP% path, Comnie will delete the original file",Indicator Removal: File Deletion,T1070,tram,"After running within the %TEMP% path, Comnie will delete the original file",False
T1070.004,KEYS Deletes the file named by tempPath + “ky” file so as not to upload anything,Indicator Removal: File Deletion,T1070,tram,KEYS Deletes the file named by tempPath + “ky” file so as not to upload anything,False
T1070.004,LANS Deletes the file created by the LAN command to reverse the effect,Indicator Removal: File Deletion,T1070,tram,LANS Deletes the file created by the LAN command to reverse the effect,False
T1070.004,USBS Deletes the file created by the USB command to reverse the effect,Indicator Removal: File Deletion,T1070,tram,USBS Deletes the file created by the USB command to reverse the effect,False
T1070.004,HDS Deletes the file created by the HD command to reverse the effect,Indicator Removal: File Deletion,T1070,tram,HDS Deletes the file created by the HD command to reverse the effect,False
T1070.004,DEL-TEMP Deletes all files in the “AppData/Local/Temp” path,Indicator Removal: File Deletion,T1070,tram,DEL-TEMP Deletes all files in the “AppData/Local/Temp” path,False
T1070.004,Overwrite a file with all zeros and mark it for deletion on reboot  Wiping files with zeros and marking it for deletion on reboot.   Delete files using the DeleteFile() API Load an arbitrary library into its process space,Indicator Removal: File Deletion,T1070,tram,Overwrite a file with all zeros and mark it for deletion on reboot  Wiping files with zeros and marking it for deletion on reboot.   Delete files using the DeleteFile() API Load an arbitrary library into its process space,False
T1070.004,"The SHAPESHIFT malware is capable of wiping disks, erasing volumes and deleting files, depending on its configuration",Indicator Removal: File Deletion,T1070,tram,"The SHAPESHIFT malware is capable of wiping disks, erasing volumes and deleting files, depending on its configuration",False
T1070.004,"Appendix Malware Family Descriptions    Malware Family  Description  Availability    DROPSHOT  Dropper that has been observed dropping and launching the TURNEDUP backdoor, as well as the SHAPESHIFT wiper malware  Non-Public    NANOCORE  Publicly available remote access Trojan (RAT) available for purchase",Indicator Removal: File Deletion,T1070,tram,"Appendix Malware Family Descriptions    Malware Family  Description  Availability    DROPSHOT  Dropper that has been observed dropping and launching the TURNEDUP backdoor, as well as the SHAPESHIFT wiper malware  Non-Public    NANOCORE  Publicly available remote access Trojan (RAT) available for purchase",False
T1070.004,DEL Deletes a specified file,Indicator Removal: File Deletion,T1070,tram,DEL Deletes a specified file,False
T1070.004,The message sent to the C2 will be “file is deleted.” if successful or “file is not deleted.” if unsuccessful,Indicator Removal: File Deletion,T1070,tram,The message sent to the C2 will be “file is deleted.” if successful or “file is not deleted.” if unsuccessful,False
T1070.004,Deletes existing file,Indicator Removal: File Deletion,T1070,tram,Deletes existing file,False
T1070.004,The dropped executable (MD5: 78734CD268E5C9AB4184E1BBE21A6EB9) contains the compressed FELIXROOT dropper component in the Portable Executable (PE) binary overlay section,Indicator Removal: File Deletion,T1070,tram,The dropped executable (MD5: hash) contains the compressed FELIXROOT dropper component in the Portable Executable (PE) binary overlay section,True
T1070.004,The dropper will delete itself at the end of the process,Indicator Removal: File Deletion,T1070,tram,The dropper will delete itself at the end of the process,False
T1070.004,"After this file is copied, the original ‘Update.~tmp’ file is deleted",Indicator Removal: File Deletion,T1070,tram,"After this file is copied, the original ‘Update.~tmp’ file is deleted",False
T1070.004,"In the event it does, Reaver will move this file to ‘%TEMP%\~FJIOW.tmp’ and delete this new file",Indicator Removal: File Deletion,T1070,tram,"In the event it does, Reaver will move this file to ‘%TEMP%\path’ and delete this new file",True
T1070.004,"boom! Deletes GID.bin, ShwDoc.VBS and ShwDoc.srv files, as well as the scheduled task whose name a GUID stored in the GID.bin file",Indicator Removal: File Deletion,T1070,tram,"boom! Deletes GID.bin, ShwDoc.VBS and ShwDoc.srv files, as well as the scheduled task whose name a GUID stored in the GID.bin file",False
T1070.004,"Also, the x command will delete the generated registry key and the Office365DCOMCheck/SystemDiskClean scheduled task",Indicator Removal: File Deletion,T1070,tram,"Also, the x command will delete the generated registry key and the Office365DCOMCheck/SystemDiskClean scheduled task",False
T1070.004,"After running the malware, the batch script goes on to cleans up all signs of its existence on the system, this includes:  Deletion of all initial files created during installation, as well as all associated files required on disk during initial execution",Indicator Removal: File Deletion,T1070,tram,"After running the malware, the batch script goes on to cleans up all signs of its existence on the system, this includes:  Deletion of all initial files created during installation, as well as all associated files required on disk during initial execution",False
T1070.004,"Kaspersky Lab products detect the malware used by Poseidon Group with the following detection names: Backdoor.Win32.Nhopro HEUR:Backdoor.Win32.Nhopro.gen HEUR:Hacktool.Win32.Nhopro.gen How many victims have you found? At least 35 victim companies have been identified with primary targets including financial and government institutions, telecommunications, manufacturing, energy and other service utility companies, as well as media and public relations firms",Indicator Removal: File Deletion,T1070,tram,"Kaspersky Lab products detect the malware used by Poseidon Group with the following detection names: Backdoor.Win32.Nhopro HEUR:Backdoor.Win32.Nhopro.gen HEUR:Hacktool.Win32.Nhopro.gen How many victims have you found? At least 35 victim companies have been identified with primary targets including financial and government institutions, telecommunications, manufacturing, energy and other service utility companies, as well as media and public relations firms",False
T1070.004,This system configuration file (in.sys) will drop a backdoor installer (UserInstall.exe) then delete itself,Indicator Removal: File Deletion,T1070,tram,This system configuration file (file) will drop a backdoor installer (file) then delete itself,True
T1070.004,Both “%APPDATA%\\Microsoft\Windows\Cookies.txt” and “%APPDATA%\\Microsoft\Windows\Cookies.exe” are then deleted,Indicator Removal: File Deletion,T1070,tram,Both “%APPDATA%\\Microsoft\Windows\Cookies.txt” and “%APPDATA%\\Microsoft\Windows\file” are then deleted,True
T1070.004,"Once they are deleted by the attackers’ code, there is nothing left to be forensically recovered.",Indicator Removal: File Deletion,T1070,tram,"Once they are deleted by the attackers’ code, there is nothing left to be forensically recovered.",False
T1070.004,and then deletes the original launcher,Indicator Removal: File Deletion,T1070,tram,and then deletes the original launcher,False
T1082,Size Expansion of Configuration Information PlugX is designed to run based on its configuration information stored in itself,System Information Discovery,T1082,tram,Size Expansion of Configuration Information PlugX is designed to run based on its configuration information stored in itself,False
T1082,"This version of the campaign made malicious use of unins000.exe, a process that belongs to the Brazilian information security company GAS Tecnologia, to gather personal information undetected",System Information Discovery,T1082,tram,"This version of the campaign made malicious use of file, a process that belongs to the Brazilian information security company GAS Tecnologia, to gather personal information undetected",True
T1082,"The autonomous system name of the IP shows that the allocation is controlled by Serverius Holding B.V., which is an autonomous system name we have previously seen associated with the OilRig group",System Information Discovery,T1082,tram,"The autonomous system name of the IP shows that the allocation is controlled by Serverius Holding B.V., which is an autonomous system name we have previously seen associated with the OilRig group",False
T1082,"OSinfo: OSInfo is a general purpose, system information gathering tool",System Information Discovery,T1082,tram,"OSinfo: OSInfo is a general purpose, system information gathering tool",False
T1082,"This backdoor collects system information, including the operating system version and hostname, and includes functionality to check, upload, and register plugins that can further enhance its capabilities",System Information Discovery,T1082,tram,"This backdoor collects system information, including the operating system version and hostname, and includes functionality to check, upload, and register plugins that can further enhance its capabilities",False
T1082,"The data above contains the hostname (‘HOSTNAME-PC’) of the victim machine, as well as an instruction",System Information Discovery,T1082,tram,"The data above contains the hostname (‘HOSTNAME-PC’) of the victim machine, as well as an instruction",False
T1082,"To obtain a job, the Trojan builds a subdomain that has the following structure and issues a DNS query to the C2 server: c<unique identifier><job identifier padded with ‘0’ to make three digits><sequence number>c The generated subdomain is then subjected to a number-to-character substitution function that is the inverse of the Table 4, which effectively converts all the digits in the subdomain into characters",System Information Discovery,T1082,tram,"To obtain a job, the Trojan builds a subdomain that has the following structure and issues a DNS query to the C2 server: c<unique identifier><job identifier padded with ‘0’ to make three digits><sequence number>c The generated subdomain is then subjected to a number-to-character substitution function that is the inverse of the Table 4, which effectively converts all the digits in the subdomain into characters",False
T1082,"Once the second DLL is executed, it gathers information about the victim system’s setup, such as operating system version, and driver and processor information",System Information Discovery,T1082,tram,"Once the second DLL is executed, it gathers information about the victim system’s setup, such as operating system version, and driver and processor information",False
T1082,System owners are also advised to run the YARA tool on any system they suspect to have been targeted by HIDDEN COBRA actors,System Information Discovery,T1082,tram,System owners are also advised to run the YARA tool on any system they suspect to have been targeted by HIDDEN COBRA actors,False
T1082,One computer that was infected with both Cadelspy and Remexi was a system that ran a SIM card editing application,System Information Discovery,T1082,tram,One computer that was infected with both Cadelspy and Remexi was a system that ran a SIM card editing application,False
T1082,"Cadelspy initially arrives on the computer as a dropper, which downloads two installer components catering to whether the victim is running a 32-bit or 64-bit system",System Information Discovery,T1082,tram,"Cadelspy initially arrives on the computer as a dropper, which downloads two installer components catering to whether the victim is running a 32-bit or 64-bit system",False
T1082,Other functionalities provided by this section of the PowerShell Script are as follows:  Retrieves the following data from the system by leveraging Windows Management Instrumentation (WMI) queries and environment variables: IP Address from Network Adapter Configuration OS Name OS Architecture Computer Name Computer Domain Name Username    All of this data is concatenated and formatted as shown in Figure 13:    Figure 13: Concatenated and formatted data retrieved by PowerShell script  Register the victim’s machine to the C2 server by sending the REGISTER command to the server,System Information Discovery,T1082,tram,Other functionalities provided by this section of the PowerShell Script are as follows:  Retrieves the following data from the system by leveraging Windows Management Instrumentation (WMI) queries and environment variables: IP Address from Network Adapter Configuration OS Name OS Architecture Computer Name Computer Domain Name Username    All of this data is concatenated and formatted as shown in Figure 13:    Figure 13: Concatenated and formatted data retrieved by PowerShell script  Register the victim’s machine to the C2 server by sending the REGISTER command to the server,False
T1082,Freenki is used to gather information about the infected system and to download a subsequent stage payload,System Information Discovery,T1082,tram,Freenki is used to gather information about the infected system and to download a subsequent stage payload,False
T1082,The information this malware collected included the following:The computer nameThe usernameThe execution path of the sampleThe BIOS modelA randomly-generated ID to uniquely identify the systemGroup123 utilized this method to ensure their victim was (a) someone they wanted to target further and (b) someone they could infect further based on the information obtained from the reconnaissance phase,System Information Discovery,T1082,tram,The information this malware collected included the following:The computer nameThe usernameThe execution path of the sampleThe BIOS modelA randomly-generated ID to uniquely identify the systemGroup123 utilized this method to ensure their victim was (a) someone they wanted to target further and (b) someone they could infect further based on the information obtained from the reconnaissance phase,False
T1082,"You can see that in addition to the code, the author copy-pasted English typos such as ""IE Registery"":PDB PathsWe can clearly identify a pattern in the PDB naming convention of all the binaries mentioned in this article.ROKRAT:e:\Happy\Work\Source\version 12\T+M\Result\DocPrint.pdb (from the ""Evil New Year"" campaign)d:\HighSchool\version 13\2ndBD\T+M\T+M\Result\DocPrint.pdb (from the ""North Korean Human Rights"" campaignD:\HighSchool\version 13\First-Dragon(VS2015)\Sample\Release\DogCall.pdb (ROKRAT Sample from an unidentified campaign from June)Wiper:D:\HighSchool\version 13\VC2008(Version15)\T+M\T+M\TMProject\Release\ErasePartition.pdb (From the ""Are You Happy?"" campaign)Summary GraphHere is a graph to visualize the similarities and differences between each campaign mentioned in this article:ConclusionSouth Korea is becoming an important target for malicious actors and the techniques used are becoming specific to the region (for example: use of native language to try and ensure the targets feel that the information, document or email being sent to them has added legitimacy)",System Information Discovery,T1082,tram,"You can see that in addition to the code, the author copy-pasted English typos such as ""IE Registery"":PDB PathsWe can clearly identify a pattern in the PDB naming convention of all the binaries mentioned in this article.ROKRAT:path (from the ""Evil New Year"" campaign)path (from the ""North Korean Human Rights"" campaignpath 13\First-Dragon(VS2015)\Sample\Release\DogCall.pdb (ROKRAT Sample from an unidentified campaign from June)Wiper:path (From the ""Are You Happy?"" campaign)Summary GraphHere is a graph to visualize the similarities and differences between each campaign mentioned in this article:ConclusionSouth Korea is becoming an important target for malicious actors and the techniques used are becoming specific to the region (for example: use of native language to try and ensure the targets feel that the information, document or email being sent to them has added legitimacy)",True
T1082,"After connecting to the IRC server, the MPK bot sends custom ping messages and provides an introduction via a “!Hello” message that contains the current logged in user of the infected host, if the user has administrator privileges, the hostname, the UUID of the system, and operating system version",System Information Discovery,T1082,tram,"After connecting to the IRC server, the MPK bot sends custom ping messages and provides an introduction via a “!Hello” message that contains the current logged in user of the infected host, if the user has administrator privileges, the hostname, the UUID of the system, and operating system version",False
T1082,"The malware queries the Windows API to get the computer name, user name, volume serial number, Windows version, processor architecture and two additional values, which are “1.3” and “KdfrJKN”",System Information Discovery,T1082,tram,"The malware queries the Windows API to get the computer name, user name, volume serial number, Windows version, processor architecture and two additional values, which are “1.3” and “KdfrJKN”",False
T1082,"Parameter   Description    ‘u=’  This parameter contains target machine information in the following format: <Computer Name>, <User Name>, <Windows Versions>, <Processor Architecture>, <1.3>, < KdfrJKN >, <Volume Serial Number>    ‘&h=’  This parameter includes the information about the command executed and its results",System Information Discovery,T1082,tram,"Parameter   Description    ‘u=’  This parameter contains target machine information in the following format: <Computer Name>, <User Name>, <Windows Versions>, <Processor Architecture>, <1.3>, < KdfrJKN >, <Volume Serial Number>    ‘&h=’  This parameter includes the information about the command executed and its results",False
T1082,"The rest of MirageFox functions similarly to previous malware created by APT15, first collecting information about the computer like the username, CPU information, architecture, and so forth",System Information Discovery,T1082,tram,"The rest of MirageFox functions similarly to previous malware created by APT15, first collecting information about the computer like the username, CPU information, architecture, and so forth",False
T1082,"infoClient is reponsible for collecting OS info, submitting this info to its C&C servers (the servers are malicious in nature), and receiving additional C&C communication information",System Information Discovery,T1082,tram,"infoClient is reponsible for collecting OS info, submitting this info to its C&C servers (the servers are malicious in nature), and receiving additional C&C communication information",False
T1082,"The HandlePP::getClientID method uses the following environment variables:   Figure 11. Serial number   Figure 12. Hardware UUID   Figure 13. MAC address   Figure 14. Randomly generated UUID For the initial information packet, the backdoor also collects the following:   Figure 15. OS version Running getpwuid ->pw_name , scutil – -get ComputerName, and uname –m will provide the following returns respectively:  Mac OSX 10.12",System Information Discovery,T1082,tram,"The HandlePP::getClientID method uses the following environment variables:   Figure 11. Serial number   Figure 12. Hardware UUID   Figure 13. MAC address   Figure 14. Randomly generated UUID For the initial information packet, the backdoor also collects the following:   Figure 15. OS version Running getpwuid ->pw_name , scutil – -get ComputerName, and uname –m will provide the following returns respectively:  Mac OSX 10.12",False
T1082,"As we can see, the following information is present within this configuration:  Remote Command and Control (C2) server Remote port Sleep timer  Reaver continues to collect various information from the victim machine, including the following:  CPU speed Computer name Username IP Address Microsoft Windows version Physical and virtual memory information  The malware proceeds to communicate with the remote server via HTTP GET and POST requests",System Information Discovery,T1082,tram,"As we can see, the following information is present within this configuration:  Remote Command and Control (C2) server Remote port Sleep timer  Reaver continues to collect various information from the victim machine, including the following:  CPU speed Computer name Username IP Address Microsoft Windows version Physical and virtual memory information  The malware proceeds to communicate with the remote server via HTTP GET and POST requests",False
T1082,"Reaver continues to collect various information from the victim machine, including the following:  Computer name Volume serial number Microsoft Windows version CPU speed ANSI code page OEM code page identifier for the operating system Physical and virtual memory information  Reaver encrypts this data using an incremental XOR key and uploads it to the configured remote server on the port specified",System Information Discovery,T1082,tram,"Reaver continues to collect various information from the victim machine, including the following:  Computer name Volume serial number Microsoft Windows version CPU speed ANSI code page OEM code page identifier for the operating system Physical and virtual memory information  Reaver encrypts this data using an incremental XOR key and uploads it to the configured remote server on the port specified",False
T1082,Here is an example of the result of ps ax on an infected system:       $ ps ax[...] 566 ?? Ss 0:00.01 /usr/libexec/icloudsyncd -launchd netlogon.bundle[...]     Figure 8: Result of ps ax on an infected system Keychain stealing The OSX/Keydnap backdoor is equipped with a mechanism to gather and exfiltrate passwords and keys stored in OS X’s keychain,System Information Discovery,T1082,tram,Here is an example of the result of ps ax on an infected system:       $ ps ax[...] 566 ?? Ss 0:00.01 /usr/libexec/icloudsyncd -launchd netlogon.bundle[...]     Figure 8: Result of ps ax on an infected system Keychain stealing The OSX/Keydnap backdoor is equipped with a mechanism to gather and exfiltrate passwords and keys stored in OS X’s keychain,False
T1082,"POST /api/osx/started HTTP/1.1Host: r2elajikcosf7zee.onion.toAccept: */*Content-Length: 233Content-Type: application/x-www-form-urlencodedbot_id=9a8965ba04e72909f36c8d16aa801794c6d905d045c2b704e8f0a9bbb97d3eb8&amp;data=psX0DKYB0u...5TximyY%2BQY%3D     Figure 10: Malware sending initial information       &gt; rc4decrypt(base64decode(""psX0DKYB0u...5TximyY+QY=""), ""u2RLhh+!LGd9p8!ZtuKcN"")device_model=MacBookPro9,2bot_version=1.3.5build_name=elitef*ckos_version=15.5.0ip_address=4.5.6.7has_root=0     Figure 11: Decoded data sent to C&C The bot_id is constructed by hashing the following values with SHA-256:  The hardware UUID (IOPlatformUUID) The system serial number (IOPlatformSerialNumber) The model identifier of the Mac (e.g.: MacBookPro9,2)  Most actions are self-explanatory",System Information Discovery,T1082,tram,"POST /api/osx/started HTTP/1.1Host: r2elajikcosf7zee.onion.toAccept: */*Content-Length: 233Content-Type: application/x-www-form-urlencodedbot_id=hash&amp;data=psX0DKYB0u...5TximyY%2BQY%3D     Figure 10: Malware sending initial information       &gt; rc4decrypt(base64decode(""psX0DKYB0u...5TximyY+QY=""), ""u2RLhh+!LGd9p8!ZtuKcN"")device_model=MacBookPro9,2bot_version=1.3.5build_name=elitef*ckos_version=15.5.0ip_address=4.5.6.7has_root=0     Figure 11: Decoded data sent to C&C The bot_id is constructed by hashing the following values with SHA-256:  The hardware UUID (IOPlatformUUID) The system serial number (IOPlatformSerialNumber) The model identifier of the Mac (e.g.: MacBookPro9,2)  Most actions are self-explanatory",True
T1082,"Additional information For more information about the attacks and the indicators of compromise, please contact: intelreports@kaspersky.com Alternatively, please visit: https://www.kaspersky.com/enterprise-security/apt-intelligence-reporting To find more information about cybersecurity awareness training for enterprise or government staff, go to Kaspersky Security Awareness",System Information Discovery,T1082,tram,"Additional information For more information about the attacks and the indicators of compromise, please contact: email-address Alternatively, please visit: url To find more information about cybersecurity awareness training for enterprise or government staff, go to Kaspersky Security Awareness",True
T1082,"This information allows a threat actor to determine if their messages were delivered, which users are more susceptible to opening them, and basic information regarding the target’s operating system and e-mail client (or browser)",System Information Discovery,T1082,tram,"This information allows a threat actor to determine if their messages were delivered, which users are more susceptible to opening them, and basic information regarding the target’s operating system and e-mail client (or browser)",False
T1082,"This phase will often leverage a specialized tool that automatically collects a wide array of information including credentials, group management policies, and even system logs to better hone further attacks and assure execution of their malware",System Information Discovery,T1082,tram,"This phase will often leverage a specialized tool that automatically collects a wide array of information including credentials, group management policies, and even system logs to better hone further attacks and assure execution of their malware",False
T1082,"A noteworthy addition to the Poseidon toolkit is the IGT supertool (Information Gathering toolkit), a bulking 15 megabyte executable that orchestrates a series of different information collections steps, exfiltration, and the cleanup of components",System Information Discovery,T1082,tram,"A noteworthy addition to the Poseidon toolkit is the IGT supertool (Information Gathering toolkit), a bulking 15 megabyte executable that orchestrates a series of different information collections steps, exfiltration, and the cleanup of components",False
T1082,"The main purpose of the IGT tool is to make an inventory of the system, saving information from the network interfaces and addresses, credentials belonging to the Domain and database server, services being run from the OS and everything that could help the Poseidon Group make its attack more customized to its victim",System Information Discovery,T1082,tram,"The main purpose of the IGT tool is to make an inventory of the system, saving information from the network interfaces and addresses, credentials belonging to the Domain and database server, services being run from the OS and everything that could help the Poseidon Group make its attack more customized to its victim",False
T1082,"Is this a Windows-only threat? Which versions of Windows are targeted? Poseidon is particularly focused on the Microsoft Windows operating system family, specifically customizing the infection method for each one so as to gather different information and hide its presence after the initial infection",System Information Discovery,T1082,tram,"Is this a Windows-only threat? Which versions of Windows are targeted? Poseidon is particularly focused on the Microsoft Windows operating system family, specifically customizing the infection method for each one so as to gather different information and hide its presence after the initial infection",False
T1082,"A multilayered approach is a must to securing the organization’s perimeter, especially for information security professionals and system/IT administrators",System Information Discovery,T1082,tram,"A multilayered approach is a must to securing the organization’s perimeter, especially for information security professionals and system/IT administrators",False
T1082,This variation of the Zebrocy downloader begins by gathering the serial number for the storage volume with the label “C:\” and the computer name,System Information Discovery,T1082,tram,This variation of the Zebrocy downloader begins by gathering the serial number for the storage volume with the label “C:\” and the computer name,False
T1082,"Two of them are MacOS X User-Agents and the third is a hashed string:  Mozilla/5.0 (iPad; U; CPU OS 3_2_1 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Mobile/BADDAD Mozilla/5.0 (iPad; U; CPU OS 3_2_1 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Mobile/7B405   E9BC3BD76216AFA560BFB5ACAF5731A3   Figure 5: SpeakUp `s requests are encrypted with the salted base64 and include the unique User-Agent At the moment SpeakUp serves XMRig miners to its listening infected servers",System Information Discovery,T1082,tram,"Two of them are MacOS X User-Agents and the third is a hashed string:  Mozilla/5.0 (iPad; U; CPU OS 3_2_1 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Mobile/BADDAD user-agentB405   hash   Figure 5: SpeakUp `s requests are encrypted with the salted base64 and include the unique User-Agent At the moment SpeakUp serves XMRig miners to its listening infected servers",True
T1082,"Download & execute Startup (with persistence) Collection of system information (OS, version, installed location, etc.) Self-update Uninstall  This project was created by a user called zettabithf which is linked to a user with the same name in Hack Forums",System Information Discovery,T1082,tram,"Download & execute Startup (with persistence) Collection of system information (OS, version, installed location, etc.) Self-update Uninstall  This project was created by a user called zettabithf which is linked to a user with the same name in Hack Forums",False
T1082,"Low confidence generally means that the information's credibility and/or plausibility is questionable, or that the information is too fragmented or poorly corroborated to make solid analytic inferences, or that [there are] significant concerns or problems with the sources",System Information Discovery,T1082,tram,"Low confidence generally means that the information's credibility and/or plausibility is questionable, or that the information is too fragmented or poorly corroborated to make solid analytic inferences, or that [there are] significant concerns or problems with the sources",False
T1082,"URL parameter Sample data Description   c= Victim->Administrator Hostname and username   l= 192.168.1.100 Compromised system's IP address   o= 5,1,1,32 Windows major and minor version, coupled with architecture (32 v",System Information Discovery,T1082,tram,"URL parameter Sample data Description   c= Victim->Administrator Hostname and username   l= ip-address Compromised system's IP address   o= 5,1,1,32 Windows major and minor version, coupled with architecture (32 v",True
T1082,"The verb get can be used in a myriad of ways to retrieve information for a machine, however in this case os get /format: is being abused to download payloads from non-local resources with .xsl extensions",System Information Discovery,T1082,tram,"The verb get can be used in a myriad of ways to retrieve information for a machine, however in this case os get path extensions",True
T1082,"Revenge RAT is a simple and freely available Remote Access Trojan that automatically gathers system information before allowing threat actors to remotely access system components such as webcams, microphones, and various other utilities",System Information Discovery,T1082,tram,"Revenge RAT is a simple and freely available Remote Access Trojan that automatically gathers system information before allowing threat actors to remotely access system components such as webcams, microphones, and various other utilities",False
T1082,"itwm= ags= oe= aq= btnG= oprnd= itwm= utm= channel= The XAgent OSX Trojan generates a system specific value that it refers to as an “agent_id”, which is a unique identifier for each compromised host",System Information Discovery,T1082,tram,"itwm= ags= oe= aq= btnG= oprnd= itwm= utm= channel= The XAgent OSX Trojan generates a system specific value that it refers to as an “agent_id”, which is a unique identifier for each compromised host",False
T1082,"The value is derived using the IOService to access the IOPlatformUUID property, which is equivalent to the “Hardware UUID” listed in the system information application, as seen in the Figure 3 screenshot of our analysis system",System Information Discovery,T1082,tram,"The value is derived using the IOService to access the IOPlatformUUID property, which is equivalent to the “Hardware UUID” listed in the system information application, as seen in the Figure 3 screenshot of our analysis system",False
T1082,"The Trojan uses the first four bytes of this hardware ID as a unique identifier for the system, which in our case was “0000”",System Information Discovery,T1082,tram,"The Trojan uses the first four bytes of this hardware ID as a unique identifier for the system, which in our case was “0000”",False
T1082,The payload sends system information about the infected computer to the C&C server and downloads additional tools.,System Information Discovery,T1082,tram,The payload sends system information about the infected computer to the C&C server and downloads additional tools.,False
T1082,If it is successful then it will send out basic host information and await further commands.,System Information Discovery,T1082,tram,If it is successful then it will send out basic host information and await further commands.,False
T1082,"After decoding their C2 server IP addresses, from obfuscated strings, both trojans will attempt to collect host information and send it to the C2 server.",System Information Discovery,T1082,tram,"After decoding their C2 server IP addresses, from obfuscated strings, both trojans will attempt to collect host information and send it to the C2 server.",False
T1082,"Operating system's name (i.e., the name of the machine) Operating system's OS architecture Operating system's caption Computer system's domain Computer system's username Computer's public IP address",System Information Discovery,T1082,tram,"Operating system's name (i.e., the name of the machine) Operating system's OS architecture Operating system's caption Computer system's domain Computer system's username Computer's public IP address",False
T1082,"Once successfully installed in a system, Trickbot will gather system information such as OS, CPU, and memory information, user accounts, lists of installed programs and services.",System Information Discovery,T1082,tram,"Once successfully installed in a system, Trickbot will gather system information such as OS, CPU, and memory information, user accounts, lists of installed programs and services.",False
T1548.002,"(To bypass UAC) configurable setting for the process to abuse  Other than these, new coding algorithm has been introduced",Abuse Elevation Control Mechanism: Bypass User Account Control,T1548,tram,"(To bypass UAC) configurable setting for the process to abuse  Other than these, new coding algorithm has been introduced",False
T1548.002,"This request is followed by a call to “GetisrunasAbById” to determine if the Trojan should use “runas” to execute the downloaded executable with elevated privileges, which would display the UAC dialog for the user to click",Abuse Elevation Control Mechanism: Bypass User Account Control,T1548,tram,"This request is followed by a call to “GetisrunasAbById” to determine if the Trojan should use “runas” to execute the downloaded executable with elevated privileges, which would display the UAC dialog for the user to click",False
T1548.002,The CAB file contains the following files and functions:  dll: A malicious DLL used to launch batch files (used with cliconfg.exe for UAC bypass),Abuse Elevation Control Mechanism: Bypass User Account Control,T1548,tram,The CAB file contains the following files and functions:  dll: A malicious DLL used to launch batch files (used with file for UAC bypass),True
T1548.002,"The macro then extracts the CAB file into %systemroo%\system32, using either wusa.exe or expand.exe (depending on the OS) to again bypass UAC prompts Once the files have been extracted, the Visual Basic macro deletes the CAB file and runs the malicious NTWDBLIB.dll via cliconfg.exe (to gain privileges and bypass UAC protections) Command lines used by the Visual Basic macro:  cmd /c wusa %TEMP%\setup.cab /quiet /extract:%SystemRoot%\System32 && del /f /q %TEMP%\setup.cab && cliconfg.exe cmd /c expand %TEMP%\setup.cab -F:* %SystemRoot%\System32 && del /f /q %TEMP%\setup.cab && cliconfg.exe A combination of NTWDBLIB.dll and cliconfg.exe are used to bypass UAC protections; this is a familiar attack on Windows",Abuse Elevation Control Mechanism: Bypass User Account Control,T1548,tram,"The macro then extracts the CAB file into %systemroo%\system32, using either file or file (depending on the OS) to again bypass UAC prompts Once the files have been extracted, the Visual Basic macro deletes the CAB file and runs the malicious file via file (to gain privileges and bypass UAC protections) Command lines used by the Visual Basic macro:  cmd /c wusa %TEMP%\domain /quiet /extract:%SystemRoot%\System32 && del /f /q %TEMP%\domain && file cmd /c expand %TEMP%\domain -F:* %SystemRoot%\System32 && del /f /q %TEMP%\domain && file A combination of file and file are used to bypass UAC protections; this is a familiar attack on Windows",True
