tech_id,tech_name,text,section
T1071.001,Application Layer Protocol: Web Protocols,Dipsind  uses HTTP for C2.   [92],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Doki  has communicated with C2 over HTTPS.   [93],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Donut  can use HTTP to download previously staged shellcode payloads.   [94],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,down_new  has the ability to use HTTP in C2 communications.   [2],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,DownPaper  communicates to its C2 server over HTTP.   [95],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,DRATzarus  can use HTTP or HTTPS for C2 communications.   [96],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Dridex  has used POST requests and HTTPS for C2 communications.   [97]      [98],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Drovorub  can use the WebSocket protocol and has initiated communication with C2 servers with an HTTP Upgrade request.   [99],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,DustySky  has used both HTTP and HTTPS for C2.   [100],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Dyre  uses HTTPS for C2 communications.   [101]      [102],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Egregor  has communicated with its C2 servers via HTTPS protocol.   [103],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Elise  communicates over HTTP or HTTPS for C2.   [104],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ELMER  uses HTTP for command and control.   [105],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Emissary  uses HTTP or HTTPS for C2.   [106],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Empire  can conduct command and control over protocols like HTTP and HTTPS.   [107],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Epic  uses HTTP and HTTPS for C2 communications.   [108]      [109],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,EvilBunny  has executed C2 commands directly via HTTP.   [110],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Exaramel for Linux  uses HTTPS for C2 communications.   [111]      [112],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Explosive  has used HTTP for communication.   [113],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,FatDuke  can be controlled via a custom C2 protocol over HTTP.   [114],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Felismus  uses HTTP for C2.   [115],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,FELIXROOT  uses HTTP and HTTPS to communicate with the C2 server.   [116]      [117],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,FIN4  has used HTTP POST requests to transmit data.   [118]      [119],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,FIN8  has used HTTPS for command and control.   [120],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Final1stspy  uses HTTP for C2.   [121],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Flagpro  can communicate with its C2 using HTTP.   [122],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,FlawedAmmyy  has used HTTP for C2.   [123],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,FoggyWeb  has the ability to communicate with C2 servers over HTTP GET/POST requests.   [124],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"During  Frankenstein , the threat actors used HTTP GET requests for C2.   [125]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Gamaredon Group  has used HTTP and HTTPS for C2 communications.   [126]      [127]      [128]      [129]      [130]      [131],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Gazer  communicates with its C2 servers over HTTP.   [132],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Gelsemium  can use HTTP/S in C2 communications.   [133],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GeminiDuke  uses HTTP and HTTPS for command and control.   [61],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Get2  has the ability to use HTTP to send information collected from an infected host to C2.   [134],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Gold Dragon  uses HTTP for communication to the control servers.   [135],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GoldenSpy  has used the Ryeol HTTP Client to facilitate HTTP internet communication.   [136],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GoldFinder  has used HTTP for C2.   [137],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GoldMax  has used HTTPS and HTTP GET requests with custom HTTP cookies for C2.   [137]      [138],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Goopy  has the ability to communicate with its C2 over HTTP.   [20],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Grandoreiro  has the ability to use HTTP in C2 communications.   [139]      [140],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GravityRAT  uses HTTP for C2.   [141],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GreyEnergy  uses HTTP and HTTPS for C2 communications.   [117],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GrimAgent  has the ability to use HTTP for C2 communications.   [142],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,GuLoader  can use HTTP to retrieve additional binaries.   [143]      [144],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"HAFNIUM  has used open-source C2 frameworks, including Covenant.   [145]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"The ""Uploader"" variant of  HAMMERTOSS  visits a hard-coded server over HTTP/S to download the images  HAMMERTOSS  uses to receive commands.   [146]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,HAWKBALL  has used HTTP to communicate with a single hard-coded C2 server.   [147],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Helminth  can use HTTP for C2.   [148],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Hi-Zor  communicates with its C2 server over HTTPS.   [149],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Higaisa  used HTTP and HTTPS to send data back to its C2 server.   [150]      [151],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Hikit  has used HTTP for C2.   [152],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,HTTPBrowser  has used HTTP and HTTPS for command and control.   [153]      [154],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,httpclient  uses HTTP for command and control.   [1],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,HyperBro  has used HTTPS for C2 communications.   [155],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,IceApple  can use HTTP GET to request and pull information from C2.   [156],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,IcedID  has used HTTPS in communications with C2.   [157],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"Inception  has used HTTP, HTTPS, and WebDav in network communications.   [158]      [159]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Industroyer ’s main backdoor connected to a remote C2 server using HTTPS.   [160],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,InvisiMole  uses HTTP for C2 communications.   [161],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Ixeshe  uses HTTP for command and control.   [162]      [163],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,JHUHUGIT  variants have communicated with C2 servers over HTTP and HTTPS.   [164]      [165]      [166],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Kazuar  uses HTTP and HTTPS to communicate with the C2 server.  Kazuar  can also act as a webserver and listen for inbound HTTP requests through an exposed API.   [167],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Ke3chang  malware including RoyalCli and BS2005 have communicated over HTTP with the C2 server through Internet Explorer (IE) by using the COM interface IWebBrowser2.   [168]      [169],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Variants of  Kevin  can communicate with C2 over HTTP.   [170],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Keydnap  uses HTTPS for command and control.   [171],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,KGH_SPY  can send data to C2 with HTTP POST requests.   [80],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Kimsuky   has used HTTP GET and POST requests for C2.   [172],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Kinsing  has communicated with C2 over HTTP.   [173],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Koadic  has used HTTP for C2 communications.   [174],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,The  Komplex  C2 channel uses HTTP POST requests.   [175],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,KONNI  has used HTTP POST for C2.   [176]      [177],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Lazarus Group  has conducted C2 over HTTP and HTTPS.   [178]      [83]      [84]      [179]      [180]      [181]      [182],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,LiteDuke  can use HTTP GET requests in C2 communications.   [114],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,LitePower  can use HTTP and HTTPS for C2 communications.   [183],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Lokibot  has used HTTP for C2 communications.   [184]      [185],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,LookBack ’s C2 proxy tool sends data to a C2 server over HTTP.   [186],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,LOWBALL  command and control occurs via HTTPS over port 443.   [47],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Machete  uses HTTP for Command &amp; Control.   [187]      [188]      [189],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,MacSpy  uses HTTP for command and control.   [190],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Magic Hound  malware has used HTTP for C2.   [191]      [192],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,MarkiRAT  can initiate communication over HTTP/HTTPS for its C2 server.   [193],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Maze  has communicated to hard-coded IP addresses via HTTP.   [194],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,MCMD  can use HTTPS in communication with C2 web servers.   [195],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,MechaFlounder  has the ability to use HTTP in communication with C2.   [196],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Metamorfo  has used HTTP for C2.   [197]      [198],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Micropsia  uses HTTP and HTTPS for C2 network communications.   [199]      [200],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Milan  can use HTTPS for communication with C2.   [201]      [170]      [202],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,MiniDuke  uses HTTP and HTTPS for command and control.   [61]      [114],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Mis-Type  network traffic can communicate over HTTP.   [203],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Mongall  can use HTTP for C2 communication.   [204],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,More_eggs  uses HTTPS for C2.   [62]      [205],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Mori  can communicate using HTTP over IPv4 or IPv6 depending on a flag set.   [206],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,MuddyWater  has used HTTP for C2 communications.   [207]      [208],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Mustang Panda  has communicated with its C2 via HTTP POST requests.   [209]      [210]      [211]      [212],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Mythic  supports HTTP-based C2 profiles.   [213],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Neoichor  can use HTTP for C2 communications.   [169],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"NETEAGLE  will attempt to detect if the infected host is configured to a proxy. If so,  NETEAGLE  will send beacons via an HTTP POST request.  NETEAGLE  will also use HTTP to download resources that contain an IP address and Port Number pair to connect to for further C2.   [29]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,NETWIRE  has the ability to communicate over HTTP.   [214]      [215],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"During  Night Dragon , threat actors used HTTP for C2.   [216]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,njRAT  has used HTTP for C2 communications.   [217],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,NOKKI  has used HTTP for C2 communications.   [218],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Octopus  has used HTTP GET and POST requests for C2 communications.   [219]      [220],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,OilRig  has used HTTP for C2.   [166]      [221]      [222],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Okrum  uses HTTP for communication with its C2.   [223],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,OLDBAIT  can use HTTP for C2.   [16],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,OnionDuke  uses HTTP and HTTPS for C2.   [61],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,OopsIE  uses HTTP for C2 communications.   [224]      [225],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"During  Operation CuckooBees , the threat actors enabled HTTP and HTTPS listeners.   [226]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"During  Operation Wocao , threat actors’ XServer tool communicated using HTTP and HTTPS.   [227]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Orangeworm  has used HTTP for C2.   [228],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,OSX_OCEANLOTUS.D  can use HTTP POST and GET requests to send and receive C2 information.   [229],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Out1  can use HTTP and HTTPS in communications with remote hosts.   [208],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,OutSteel  has used HTTP for C2 communications.   [230],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,OwaAuth  uses incoming HTTP requests with a username keyword and commands and handles them as instructions to perform actions.   [153],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,P.A.S. Webshell  can issue commands via HTTP POST.   [112],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Pandora  can communicate over HTTP.   [231],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PcShare  has used HTTP for C2 communication.   [232],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Peppy  can use HTTP to communicate with C2.   [78],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PinchDuke  transfers files from the compromised host via HTTP or HTTPS to a C2 server.   [61],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,A  PingPull  variant can communicate with its C2 servers by using HTTPS.   [233],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PLEAD  has used HTTP for communications with command and control (C2) servers.   [234]      [235],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PlugX  can be configured to use HTTP for command and control.   [153]      [236],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,pngdowner  uses HTTP for command and control.   [1],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PoetRAT  has used HTTP and HTTPs for C2 communications.   [237],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PolyglotDuke  has has used HTTP GET requests in C2 communications.   [114],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Pony  has sent collected information to the C2 via HTTP POST request.   [238],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PoshC2  can use protocols like HTTP/HTTPS for command and control traffic.   [239],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PowerShower  has sent HTTP GET and POST requests to C2 servers to send information and receive instructions.   [159],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,POWERTON  has used HTTP/HTTPS for C2 traffic.   [240],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PowGoop  can send HTTP GET requests to malicious servers.   [241],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,POWRUNER  can use HTTP for C2 communications.   [242]      [221],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Proxysvc  uses HTTP over SSL to communicate commands with the control server.   [243],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Psylo  uses HTTPS for C2.   [244],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Pteranodon  can use HTTP for C2.   [126],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,PUNCHBUGGY  enables remote interaction and can obtain additional code over HTTPS GET and POST requests.   [245]      [246]      [247],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Pupy  can communicate over HTTP for C2.   [248],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,QakBot  has the ability to use HTTP and HTTPS in communication with C2 servers.   [249]      [250]      [251],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,QUADAGENT  uses HTTPS and HTTP for C2 communications.   [252],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,QuietSieve  can use HTTPS in C2 communications.   [253],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,RainyDay  can use HTTP in C2 communications.   [254],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Ramsay  has used HTTP for C2.   [255],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Rancor  has used HTTP for C2.   [256],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,RATANKBA  uses HTTP/HTTPS for command and control communication.   [257]      [258],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,RCSession  can use HTTP in C2 communications.   [60]      [259],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"RDAT  can use HTTP communications for C2, as well as using the WinHTTP library to make requests to the Exchange Web Services API.   [260]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Some  Reaver  variants use HTTP for C2.   [261],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,RedLeaves  can communicate to its C2 over HTTP and HTTPS if directed.   [262]      [263],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"The  Regin  malware platform supports many standard protocols, including HTTP and HTTPS.   [264]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Remexi  uses  BITSAdmin  to communicate with the C2 server over HTTP.   [265],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Remsec  is capable of using HTTP and HTTPS for C2.   [266]      [267]      [268],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,REvil  has used HTTP and HTTPS in communication with C2.   [269]      [270]      [271]      [272]      [273],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,RGDoor  uses HTTP for C2 communications.   [274],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"APT12  has used  RIPTIDE , a RAT that uses HTTP to communicate.   [275]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Rising Sun  has used HTTP and HTTPS for command and control.   [276],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Rocke  has executed wget and curl commands to Pastebin over the HTTPS protocol.   [277],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ROKRAT  can use HTTP and HTTPS for command and control communication.   [278]      [279]      [280],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,RTM  has initiated connections to external domains using HTTPS.   [281],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,S-Type  uses HTTP for C2.   [203],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Saint Bot  has used HTTP for C2 communications.   [282],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Sakula  uses HTTP for C2.   [283],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Sandworm Team 's BCS-server tool connects to the designated C2 server via HTTP.   [284],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SeaDuke  uses HTTP and HTTPS for C2.   [61],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Seasalt  uses HTTP for C2 communications.   [285],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ServHelper  uses HTTP for C2.   [286],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ShadowPad  communicates over HTTP to retrieve a string that is decoded into a C2 server URL.   [287],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Shamoon  has used HTTP for C2.   [288],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Shark  has the ability to use HTTP in C2 communications.   [201]      [202],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ShimRat  communicated over HTTP and HTTPS with C2 servers.   [289],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ShimRatReporter  communicated over HTTP with preconfigured C2 servers.   [289],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Sibot  communicated with its C2 server via HTTP GET requests.   [137],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SideTwist  has used HTTP GET and POST requests over port 443 for C2.   [290],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Sidewinder  has used HTTP in C2 communications.   [291]      [292]      [293],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SilverTerrier  uses HTTP for C2 communications.   [294],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Sliver  has the ability to support C2 communications over HTTP/S.   [295]      [296]      [297],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SLOTHFULMEDIA  has used HTTP and HTTPS for C2 communications.   [298],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Small Sieve  can contact actor-controlled C2 servers by using the Telegram API over HTTPS.   [206],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Smoke Loader  uses HTTP for C2.   [299],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SMOKEDHAM  has communicated with its C2 servers via HTTPS and HTTP POST requests.   [300],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SNUGRIDE  communicates with its C2 server over HTTP.   [262],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SoreFang  can use HTTP in C2 communications.   [301]      [302],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Spark  has used HTTP POST requests to communicate with its C2 server to receive commands.   [303],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SpeakUp  uses POST and GET requests over HTTP to communicate with its main C&amp;C server.    [304],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Squirrelwaffle  has used HTTP POST requests for C2 communications.   [305],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,STARWHALE  has the ability to contact actor-controlled C2 servers via HTTP.   [306]      [206],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Stealth Falcon  malware communicates with its C2 server via HTTPS.   [307],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,StrongPity  can use HTTP and HTTPS in C2 communications.   [308]      [309],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Stuxnet  uses HTTP to communicate with a command and control server.    [310],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,A  SUGARDUMP  variant has used HTTP for C2.   [311],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SUNBURST  communicated via HTTP GET or HTTP POST requests to third party servers for C2.   [312],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,SUPERNOVA  had to receive an HTTP GET request containing a specific set of parameters in order to execute.   [313]      [314],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Sys10  uses HTTP for C2.   [315],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,TA505  has used HTTP to communicate with C2 nodes.   [316],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,TA551  has used HTTP for C2 communications.   [317],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Taidoor  has used HTTP GET and POST requests for C2.   [318],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,TeamTNT  has the  curl  command to send credentials over HTTP and the  curl  and  wget  commands to download new software.   [319]      [320]      [321]     TeamTNT  has also used a custom user agent HTTP header in shell scripts.   [322],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,ThiefQuest  uploads files via unencrypted HTTP.    [323]      [324],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Threat Group-3390  malware has used HTTP for C2.   [325],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,TinyTurla  can use HTTPS in C2 communications.   [326],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Tomiris  can use HTTP to establish C2 communications.   [327],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Torisma  can use HTTP and HTTPS for C2 communications.   [328],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,TrailBlazer  has used HTTP requests for C2.   [329],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"TrickBot  uses HTTPS to communicate with its C2 servers, to get malware updates, modules that perform most of the malware logic and various configuration files.   [330]      [8]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Trojan.Karagany  can communicate with C2 via HTTP POST requests.   [331],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Tropic Trooper  has used HTTP in communication with the C2.   [332]      [333],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,TSCookie  can multiple protocols including HTTP and HTTPS in communication with command and control (C2) servers.   [334]      [335],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Turian  has the ability to use HTTP for its C2.   [336],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Turla  has used HTTP and HTTPS for C2 communications.   [337]      [338],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,UBoatRAT  has used HTTP for C2 communications.   [339],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,"UPPERCUT  has used HTTP for C2, including sending error codes in Cookie headers.   [340]",Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Ursnif  has used HTTPS for C2.   [341]      [342]      [343],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Valak  has used HTTP in communications with C2.   [344]      [317],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,VaporRage  can use HTTP to download shellcode from compromised websites.   [45],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Vasport  creates a backdoor by making a connection using a HTTP POST.   [345],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,VBShower  has attempted to obtain a VBS script from command and control (C2) nodes over HTTP.   [346],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,VERMIN  uses HTTP for C2 communications.   [347],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,WellMess  can use HTTP and HTTPS in C2 communications.   [348]      [349]      [350]      [302],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,WhisperGate  can make an HTTPS connection to download additional files.   [351]      [352],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Windshift  has used tools that communicate with C2 over HTTP.   [353],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,WindTail  has the ability to use HTTP for C2 communications.   [354],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,WinMM  uses HTTP for C2.   [315],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Winnti for Linux  has used HTTP in outbound communications.   [355],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Winnti for Windows  has the ability to use encapsulated HTTP/S in C2 communications.   [356],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,WIRTE  has used HTTP for network communication.   [357],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Wizard Spider  has used HTTP for network communications.   [358],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,Xbash  uses HTTP for C2 communications.   [359],Procedure Examples
T1071.001,Application Layer Protocol: Web Protocols,xCaon  has communicated with the C2 server by sending POST requests over HTTP.   [360],Procedure Examples
